Filing Date,Document Type,Filed By,Description
"July 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=574351092""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/COOKE/CPUC,Notice of Reassignment. Rulemaking 19-09-009 is reassigned from Administrative Law Judge (ALJ) Colin Rizzo to ALJ Debbie Chiv.
"July 23, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=574250566""><span style=""color:blue""><u>REPLY</u></span></a>",California Solar & Storage Association,REPLY TO RESPONSES TO PETITION TO MODIFY D.20-06-017
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391928""><span style=""color:blue""><u>RESPONSE</u></span></a>",Clean Coalition,CLEAN COALITION RESPONSE TO PETITION OF THE CALIFORNIA SOLAR & STORAGE ASSOCIATION TO MODIFY D. 20-06-017 TO REMOVE AN ENERGY STORAGE SIZING LIMIT
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573507599""><span style=""color:blue""><u>RESPONSE</u></span></a>","Tesla, Inc.","RESPONSE OF TESLA, INC. ON THE CALIFORNIA SOLAR AND STORAGE ASSOCIATIONS PETITION TO MODIFY D.20-06-017 TO REMOVE AN ENERGY STORAGE SIZING LIMIT"
"July 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573407585""><span style=""color:blue""><u>RESPONSE</u></span></a>",Pacific Gas and Electric Company,Response to the Petition for Modification of Decision 20-06-017 of the California Solar & Storage Association.
"July 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573507582""><span style=""color:blue""><u>RESPONSE</u></span></a>",CAL ADVOCATES/GIBBS/CPUC,RESPONSE OF THE PUBLIC ADVOCATES OFFICE TO THE PETITION OF THE CALIFORNIA SOLAR & STORAGE ASSOCIATION TO MODIFY DECISION 20-06-017 TO REMOVE AN ENERGY STORAGE SIZING LIMIT
"July 07, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574556""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,COMMENTS OF THE GREEN POWER INSTITUTE SUPPORTING CALSSA'S PETITION TO MODIFY D.20-06-017 TO REMOVE ENERGY STORAGE SIZING LIMIT
"July 03, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574843""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Energy Storage Alliance,RESPONSE TO THE PETITION OF THE CALIFORNIA SOLAR & STORAGE ASSOCIATION TO MODIFY D.20-06-017 TO REMOVE AN ENERGY STORAGE SIZING LIMIT
"June 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571276495""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2506067 - Order Denying Rehearing Of Decision 24-11-004. This proceeding R.19-09-009, is closed."
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569592886""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>",California Solar & Storage Association,PETITION TO MODIFY D.20-06-017 TO REMOVE AN ENERGY STORAGE SIZING LIMIT
