Filing Date,Document Type,Filed By,Description
"February 03, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=556053017""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,FINAL SUPPLEMENTAL REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM
"February 01, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=525798806""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,Supplemental Report on Progress of Residential Rate Reform.
"August 15, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=517407671""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,Supplemental Report on Progress of Residential Rate Reform.
"May 15, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=508571717""><span style=""color:blue""><u>REPORT</u></span></a>",Pacific Gas and Electric Company,Supplemental Bill Protection Report.
"February 02, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502086537""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,SUPPLEMENTAL ME&O TRACKER REPORT
"February 01, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502086539""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,SUPPLEMENTAL REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM  
"November 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499159285""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM RESIDENTIAL RATES
"November 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499158399""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,TWENTY-NINTH QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496418735""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,TWENTY-EIGHTH QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM
"July 29, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396508""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM RESIDENTIAL RATES  
"May 02, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=474112739""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,Southern California Edison Company’s Twenty-Seventh Quarterly Report on Progress of Residential Rate Reform.
"May 02, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=473860101""><span style=""color:blue""><u>REPORT</u></span></a>",Pacific Gas and Electric Company,"Quarterly Report on Progress of Residential Rate Reform (PRRR) Residential Rates OIR (R.12-06-013) May 2, 2022."
"February 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=445638820""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,TWENTY-SIXTH QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM
"February 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=445653249""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM RESIDENTIAL RATES 
"November 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=421055907""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,"Quarterly Report on progress of Residential Rate Reform for November 1, 2021. "
"November 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=420909969""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,TWENTY-FIFTH QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM
"August 02, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=398046654""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,TWENTY-FOURTH QUARTELY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM
"July 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396370038""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,QUARTERLY REPORT ON PROGRESS OF RESIDENTIAL RATE REFORM RESIDENTIAL RATES
