Filing Date,Document Type,Filed By,Description
"August 15, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=517407238""><span style=""color:blue""><u>MOTION</u></span></a>",Pacific Gas and Electric Company,Motion for Ruling Waiving Submission of Annual Load Impact Reports for Non-Residential Time-Of-Use (TOU) Rates until the Rate Structure Changes or the Rate Differential between TOU Periods Increases Substantially.
"June 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513343050""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","San Diego Gas & Electric Company,Southern California Edison Company,Pacific Gas and Electric Company",JOINT IOU STATUS REPORT ON PROGRESS TOWARD INTERIM GOAL APPROVED IN DECISION 14-12-024
"April 04, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=505656579""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,"COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOLS ADOPTED BY D.08-04-050, AS MODIFIED BY D.10-04-006"
"April 03, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=506170291""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,"[Public Version] Compliance Filing pursuant to load impact protocol filing requirement adopted in D.08-04-050, as modified by D.10-04-006, and D.10-06-034, for Summary of Program Year 2022 Demand Response Program Evaluations, and Smartrate™Ex Post Load Impact pursuant to D.06-07-027 (PUBLIC VERSION attachment A contains confidential material in the Executive Summary.)"
"April 03, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=505462861""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,(Public Version) Southern California Edison Company’s Compliance Filing pursuant to Load Impact Protocol filing requirements.
"April 03, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=505138333""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Southern California Edison Company,Motion of Southern California Edison Company for permission to file under seal the confidential version of its Program Year 2022 Compliance Filing pursuant to Load Impact Protocol filing requirements.
"March 16, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504318571""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2303020 - Decision Modifying Decision 17-10-017. Rulemaking 13-09-011 is closed.
"February 10, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502200420""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company",JOINT COMMENTS IN RESPONSE TO ADMINISTRATIVE LAW JUDGE’S RULING SEEKING ADDITIONAL INFORMATION REGARDING PETITION FOR MODIFICATION 
"February 10, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502201304""><span style=""color:blue""><u>COMMENTS</u></span></a>","Alliance for Retail Energy Markets,Direct Access Customer Coalition",Opening Comments in Response to ALJ Ruling Seeking Additional Information on Petition for Modification
"January 31, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501654072""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,ADMINISTRATIVE LAW JUDGE’S RULING SEEKING ADDITIONAL INFORMATION REGARDING PETITION FOR MODIFICATION
"December 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=500762482""><span style=""color:blue""><u>NOTICE</u></span></a>",Pacific Gas and Electric Company,"NOTICE OF AVAILABILITY FOR DRAFT EVALUATION PLANS FOR PROGRAM YEAR 2022 PURSUANT TO LOAD IMPACT PROTOCOLS ADOPTED BY D.08-04-050, AS MODIFIED BY D.10-04-00"
"July 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=493507036""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","San Diego Gas & Electric Company,Southern California Edison Company,Pacific Gas and Electric Company",JOINT IOU STATUS REPORT ON PROGRESS TOWARD INTERIM GOAL APPROVED IN DECISION 14-12-024
"May 27, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=493823375""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,Southern California Edison Company’s Supplemental Load Impact Filing: PY 2021 TOU-D Load Impact Evaluation (initial evaluation previously filed on 4/1/2022).
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465574408""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,[PUBLIC VERSION] COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENTS
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465574413""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,"LAW AND MOTION MOTION FOR PERMISSION TO FILE UNDER SEAL THE CONFIDENTIAL VERSION OF THE EXECUTIVE SUMMARY:  2022-2032 DEMAND RESPONSE PORTFOLIO OF PACIFIC GAS AND ELECTRIC COMPANY AND ITS SUMMARY TABLES, FILED PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND D.10-06-034, AND SMARTRATETM EX POST LOAD IMPACT PURSUANT TO D.06-07-027. Attachment A redacted."
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465594901""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Southern California Edison Company,LAW AND MOTION MOTION FOR PERMISSION TO FILE UNDER SEAL THE CONFIDENTIAL VERSION OF ITS PROGRAM YEAR 2021 COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENTS
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=467541465""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,"COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006"
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=466270203""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,"[PUBLIC VERSION] COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND D.10-06-034, FOR SUMMARY OF PROGRAM YEAR 2021 DEMAND RESPONSE PROGRAM EVALUATIONS, AND SMARTRATE™ EX POST LOAD IMPACT PURSUANT TO D.06-07-027"
"May 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=385736311""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,"LOAD IMPACT REPORTS FOR PROGRAM YEAR 2020 PURSUANT TO LOAD IMPACT PROTOCOLS ADOPTED BY D.08-04-050, AS MODIFIED BY D.10-04-006"
"May 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=385026513""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Pacific Gas and Electric Company,San Diego Gas & Electric Company,Southern California Edison Company",JOINT STATUS REPORT ON PROGRESS TOWARD INTERIM GOAL APPROVED IN DECISION 14-12-024
"April 16, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=381356773""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","OhmConnect, Inc.","COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND APPLIED TO THIRD-PARTY DEMAND RESPONSE RESOURCES BY D.19-06-026"
"April 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376054678""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Pacific Gas and Electric Company,"LAW AND MOTION MOTION FOR PERMISSION TO FILE UNDER SEAL THE CONFIDENTIAL VERSION OF THE EXECUTIVE SUMMARY: 2021-2031 DEMAND RESPONSE PORTFOLIO OF PACIFIC GAS AND ELECTRIC COMPANY AND ITS SUMMARY TABLES, FILED PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND D. 10-06-034, AND SMARTRATETM EX POST LOAD IMPACT PURSUANT TO D.06-07-027. ATTACHMENT A CONTAINS CONFIDENTIAL MATERIAL IN THE EXECUTIVE SUMMARY."
"April 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376092003""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Southern California Edison Company,LAW AND MOTION FOR PERMISSION TO FILE UNDER SEAL THE CONFIDENTIAL VERSION OF ITS PROGRAM YEAR 2020 COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENTS. Portions redacted.
"April 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376042374""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,"LOAD IMPACT REPORTS FOR PROGRAM YEAR 2020 PURSUANT TO LOAD IMPACT PROTOCOLS ADOPTED BY D.08-04-050, AS MODIFIED BY D.10-04-006"
"April 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376092002""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,[PUBLIC VERSION] COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENTS 
"April 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376031875""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,"[PUBLIC VERSION] COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND D.10-06-034, FOR SUMMARY OF PROGRAM YEAR 2020 DEMAND RESPONSE PROGRAM EVALUATIONS, AND SMARTRATE™ EX POST LOAD IMPACT PURSUANT TO D.06-07-027"
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=367037949""><span style=""color:blue""><u>NOTICE</u></span></a>",San Diego Gas & Electric Company,Notice of Availability of San Diego Gas &Electric Company posting of 2020 Evaluation Plans.
"December 31, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=357728970""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,"COMPLIANCE FILING PURSUANT TO D.15-03-042, ORDERING PARAGRAPH  1,QUARTERLY REPORT TO TRACK PROGRESS OF RULE 24'S IMPLEMENTATION"
"December 30, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=356568632""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,"QUARTERLY REPORT REGARDING THE STATUS OF THIRD-PARTY DEMAND RESPONSE DIRECT PARTICIPATION IN COMPLIANCE WITH DECISION 15-03-042 AND RESOLUTION E-4868 (October 1, 2020 through December 30, 2020)"
"December 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=356574781""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,"CORRECTION TO NOTICE OF AVAILABILITY FOR DRAFT EVALUATION PLANS FOR PROGRAM YEAR 2020 PURSUANT TO LOAD IMPACT PROTOCOLS ADOPTED BY D.08-04-050, AS MODIFIED BY D.10-04-006"
"December 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=357368572""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,"[NOTE:  A correction to this notice was filed on 12/29/20.] NOTICE OF AVAILABILITY FOR DRAFT EVALUATION PLANS FOR PROGRAM YEAR 2020 PURSUANT TO LOAD IMPACT PROTOCOLS ADOPTED BYD.08-04-050, AS MODIFIED BY D.10-04-006"
"December 22, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=355770990""><span style=""color:blue""><u>MOTION</u></span></a>","Enchanted Rock, LLC","Motion for Party Status of Enchanted Rock, LLC"
"September 30, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347810986""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,Quarterly Report Regarding the Status of Third-Party Demand Response Direct Participation in Compliance with Decision 15-03-042 and Resolution E-4868
"July 01, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342080806""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,QUARTERLY REPORT REGARDING THE STATUS OF THIRD-PARTY DEMAND RESPONSE DIRECT PARTICIPATION IN COMPLIANCE WITH DECISION 15-03-042 AND RESOLUTION E-4868
"June 26, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=343324727""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,"LAW MOTION MOTION FOR PERMISSION TO FILE UNDER SEAL THE CONFIDENTIAL VERSION OF THE EXECUTIVE SUMMARY: 2020-2030 DEMAND RESPONSE PORTFOLIO AND ITS CORRECTED SUMMARY TABLES, FILED PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND D.10-06-034. Attachment A redacted."
"June 26, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=343092102""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,"[PUBLIC VERSION] CORRECTION TO ITS COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND D.10-06-034, FOR SUMMARY OF PROGRAM YEAR 2019 DEMAND RESPONSE PROGRAM EVALUATIONS"
"June 12, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=340252633""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company",JOINT IOU STATUS REPORT ON PROGRESS TOWARD INTERIM GOAL APPROVED IN DECISION 14-12-024
"May 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=338728986""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","OhmConnect, Inc.","COMPLIANCE FILING PURSUANT TO LOAD IMPACT PROTOCOL FILING REQUIREMENT ADOPTED IN D.08-04-050, AS MODIFIED BY D.10-04-006, AND APPLIED TO THIRD-PARTY DEMAND RESPONSE RESOURCES BY D.19-06-026"
"April 30, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=335411307""><span style=""color:blue""><u>NOTICE</u></span></a>","Nest Labs, Inc.","NOTICE OF PARTY CHANGE OF NAME FROM NEST LABS, INC. TO GOOGLE LLC"
"April 02, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=336533960""><span style=""color:blue""><u>MOTION</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Motion to File Under Seal Confidential Version of the Executive Summary: 2020-2030 Demand Response Portfolio and its Summary Tables etc.
