Filing Date,Document Type,Filed By,Description
"May 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566569282""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING NOTICING ELECTRIC PROGRAM INVESTMENT CHARGE EVALUATION AND STAFF RECOMMENDATION ON ONGOING PROGRAM ADMINISTRATOR ROLE BY INVESTOR-OWNED UTILITIES
"May 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566884572""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,REPLY COMMENTS IN RESPONSE TO RULING REQUESTING COMMENTS ON THE ELECTRIC PROGRAM INVESTMENT CHARGE EVALUATION AND STAFF REPORT
"May 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566363639""><span style=""color:blue""><u>COMMENTS</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,REPLY COMMENTS ON EPIC EVALUATION AND STAFF RECOMMENDATION ON ONGOING PROGRAM ADMINISTRATOR ROLE BY INVESTOR-OWNED UTILITIES
"May 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566347751""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Commission,California Energy Commission Reply Comment on Administrative Law Judges Ruling noticing Electric Program Investment Charge evaluation and Staff Recommendation on ongoing Program Administrator role by investor-owned utilities.
"May 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565499217""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS IN RESPONSE TO RULING REQUESTING COMMENTS ON THE ELECTRIC PROGRAM INVESTMENT CHARGE EVALUATION AND STAFF REPORT
"May 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565499142""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING NOTICING ELECTRIC PROGRAM INVESTMENT CHARGE EVALUATION AND STAFF RECOMMENDATION ON ONGOING PROGRAM ADMINISTRATOR ROLE BY INVESTOR-OWNED UTILITIES
"May 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565498891""><span style=""color:blue""><u>COMMENTS</u></span></a>","Weave Grid, Inc.",OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING NOTICING ELECTRIC PROGRAM INVESTMENT CHARGE EVALUATION AND STAFF RECOMMENDATION ON ONGOING PROGRAM ADMINISTRATOR ROLE BY INVESTOR-OWNED UTILITIES
"May 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565498674""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Commission,CALIFORNIA ENERGY COMMISSION COMMENT ON ADMINISTRATIVE LAW JUDGES RULING NOTICING ELECTRIC PROGRAM INVESTMENT CHARGE EVALUATION AND STAFF RECOMMENDATION ON ONGOING PROGRAM ADMINISTRATOR ROLE BY INVESTOR-OWNED UTILITIES
"May 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565498997""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,OPENING COMMENTS ON EPIC EVALUATION AND STAFF RECOMMENDATION ON ONGOING PROGRAM ADMINISTRATOR ROLE BY INVESTOR-OWNED UTILITIES
"May 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566569249""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Clean Energy Fund,OPENING COMMENTS ON THE SECOND INDEPENDENT ELECTRIC PROGRAM INVESTMENT CHARGE (EPIC) EVALUATION
"May 07, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565498548""><span style=""color:blue""><u>MOTION</u></span></a>","Skydio, Inc.","MOTION FOR PARTY STATUS OF SKYDIO, INC."
"April 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565140096""><span style=""color:blue""><u>MOTION</u></span></a>",ITRON,MOTION FOR PARTY STATUS OF ITRON
"April 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565140627""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/GLEGOLA/CPUC,"E-Mail Ruling granting party status to five entities. This email ruling grants the motions for party status filed by Plug and Play, LLC (filed March 11, 2025); Grid Science, LLC, (filed March 18, 2025); Los Angeles Cleantech Incubator (filed March 19, 2025); California Clean Energy Fund (filed April 10, 2025); and Schneider Electric (filed April 16, 2025)."
"April 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564625200""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/GLEGOLA/CPUC,"Administrative Law Judges Ruling noticing Electric Program Investment Charge evaluation and Staff recommendation on ongoing program administrative role by investor-owned utilities.  Parties are asked to file and serve Opening Comments by not later than May 9, 2025. The deadline for Reply Comments is May 19, 2025."
"April 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564184120""><span style=""color:blue""><u>MOTION</u></span></a>",Schneider Electric,MOTION FOR PARTY STATUS OF SCHNEIDER ELECTRIC
"April 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562392358""><span style=""color:blue""><u>MOTION</u></span></a>",California Clean Energy Fund,MOTION FOR PARTY STATUS OF CALIFORNIA CLEAN ENERGY FUND
"April 04, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562188055""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments pn ALJ Ruling Requesting Comments on Staff Proposal for the Electric Program Investment Charge (EPIC) Program.
"April 04, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562084610""><span style=""color:blue""><u>COMMENTS</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,Reply Comments on Staff Proposal.
"April 04, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562188068""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Southern Californias Edison Companys reply comments on Energy Division Staff Proposal.
"April 04, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562188058""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Commission,Reply Comments on ALJ's Ruling Requesting Comment on Staff Proposal.
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560273119""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Commission,Comments on Administrative Law Judges Ruling
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560976490""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Comments of San Diego Gas & Electric Company on Staff Proposal.
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560829329""><span style=""color:blue""><u>COMMENTS</u></span></a>",Bioenergy Association of California,Bioenergy Association of California Opening Comments on the Staff Proposal.
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=561437966""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Administrative Law Judges Ruling
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560134425""><span style=""color:blue""><u>COMMENTS</u></span></a>","Weave Grid, Inc.",Opening Comments on Administrative Law Judges Ruling
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560273118""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Comments on Administrative Law Judges Ruling
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565140501""><span style=""color:blue""><u>COMMENTS</u></span></a>",Los Angeles Cleantech Incubator,OPENING COMMENTS ON ENERGY DIVISION STAFF PROPOSAL IDENTIFYING STRATEGIC OBJECTIVES AND CRITERIA TO GUIDE THE ELECTRIC PROGRAM CHARGE (EPIC) PROGRAM
