Filing Date,Document Type,Filed By,Description
"July 18, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=574250533""><span style=""color:blue""><u>EXPARTE</u></span></a>",San Diego Community Power,"NOTICE OF EX PARTE COMMUNICATION. San Diego Community Power reports an ex parte meeting with Kourtney Vaccaro, Chief of Staff to Commissioner Karen Douglas, and Justin Galle, Energy Advisor to President Reynolds on July 17, 2025 from approximately 11:30 am to 12:00 pm."
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391828""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,OPENING COMMENTS ON RULING REQUESTING COMMENTS ON SELF-GENERATION INCENTIVE PROGRAM QUALIFIED DEMAND RESPONSE PROGRAMS
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573507504""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vote Solar,Opening Comments on Assigned Commissioner Ruling.
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391941""><span style=""color:blue""><u>COMMENTS</u></span></a>",GRID Alternatives,COMMENTS ON ASSIGNED COMMISSIONERS RULING REGARDING DEMAND RESPONSE PARTICIPATION REQUIREMENT
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573513369""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,COMMENTS ON ASSIGNED COMMISSIONERS RULING SEEKING ADDITIONAL COMMENTS ON SELFGENERATION INCENTIVE PROGRAM QUALIFYING DEMAND RESPONSE PROGRAM
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432127""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Solar & Storage Association,COMMENTS ON ASSIGNED COMMISSIONERS RULING REGARDING PARTICIPATION IN AN SGIP QUALIFYING DEMAND RESPONSE PROGRAM
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391705""><span style=""color:blue""><u>MOTION</u></span></a>",Clean Energy Alliance,MOTION FOR PARTY STATUS OF CLEAN ENERGY ALLIANCE
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391723""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Efficiency + Demand Management Council,Leapfrog Power, Inc.",OPENING COMMENTS ON ASSIGNED COMMISSIONERS RULING
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432139""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Sustainable Energy,COMMENTS IN RESPONSE TO ASSIGNED COMMISSIONERS RULING REGARDING REQUIREMENT TO COMPLY WITH RECENTLY ADOPTED RULES FOR PARTICIPATION IN AN SGIP QUALIFYING DEMAND RESPONSE PROGRAM
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=574218662""><span style=""color:blue""><u>MOTION</u></span></a>",Clean Power Alliance of Southern California,MOTION FOR PARTY STATUS
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=574336034""><span style=""color:blue""><u>RESPONSE</u></span></a>",Southern California Edison Company,RESPONSE TO THE ASSIGNED COMMISSIONERS RULING
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573513368""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,COMMENTS TO COMMISSIONERS RULING REGARDING REQUIREMENT TO COMPLY WITH RECENTLY ADOPTED RULES FOR PARTICIPATION IN AN SGIP QUALIFYING DEMAND RESPONSE PROGRAM
"July 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574386""><span style=""color:blue""><u>MOTION</u></span></a>",Southern California Tribal Chairmen's Association,Motion for Immediate Relief.
