Filing Date,Document Type,Filed By,Description
"July 01, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571368798""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,Compliance Filing Pursuant to O.P. 19 of Decision 23-02-002.
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570267844""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, Advisor to Commissioner John Reynolds, and Amin Younes, Advisor to Commissioner John Reynolds log an ex parte meeting with San Diego Community Power on July 24, 2024 at 1:30 pm."
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570400979""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Amin Younes and Maria Sotero, Advisors to Commissioner John Reynolds log an ex parte meeting with San Diego Gas & Electric Company on July 16, 2024 at 1:00 pm."
"June 06, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=568535502""><span style=""color:blue""><u>EXPARTE</u></span></a>",Central California Rural Regional Energy Network,"NTRAL CALIFORNIA RURAL REGIONAL ENERGY NETWORK  NOTICE OF EX PARTE COMMUNICATIONS Pursuant to Rule 8.4 of the Rules of Practice and Procedure of the California Public Utilities Commission (Commission or CPUC), Central California Rural Regional Energy Network (CCR REN) hereby provides notice of the following ex parte communications regarding CPUC Energy Division Draft Resolution E-5400. The first WebEx teleconference communication occurred on April 4, 2025, from approximately 1:00 p.m. to 1:30 p.m. with Justin Ong, Chief of Staff to Commissioner Baker.   Melissa Brandt, Founder & CEO of Brandt Energy Strategies and consultant to the County of San Luis Obispo ("" SLO) initiated the meeting, which was also attended by Trevor Keith, Director, 2Planning & Building, County of SLO, and Julia Hatton, President and CEO, Rising Sun."
"May 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566913951""><span style=""color:blue""><u>EXPARTE</u></span></a>",Central California Rural Regional Energy Network,"CENTRAL CALIFORNIA RURAL REGIONAL ENERGY NETWORK  3-DAY ADVANCE NOTICE OF EX PARTE MEETINGS Pursuant to Rule 8.2 of the Rules of Practice and Procedure of the California Public Utilities Commission (Commission or CPUC), Central California Rural Regional Energy Network (CCR REN) hereby provides at least three days advance notice that it had requested, and been granted, the following ex parte meetings: (1)with Just  in Ong, Chief of Staff to Commissioner Baker, on   Wednesday, June 4, 2025, at 1:00 p.m., for approximately 30 minutes, by WebEx teleconference.(2)with Amin Younes, Advisor to Commissioner John Reynolds, on Thursday, June 5, 2025, at 1:40 p.m., for approximately 30 minutes, by WebEx teleconference. Trevor Keith, Director, Planning & Building, County of San Luis Obispo (SLO), Julia Hatton, President and CEO, Rising Sun, and Melissa Brandt, Consultant for County of SLO and Founder & CEO, Brandt Energy Strategies will attend both    meetings.CCR REN intends to discuss CPUC Energy Divisions Draft Resolution E-5400: Revised 2024-27 energy efficiency portfolio business plans for Northern California Rural Regional Energy Network and Central California Rural Regional Energy Network, issued May 8, 2025."
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564600429""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OFE X PARTE COMMUNICATION :on August 5, 2024, at 12:00p.m. and lasted approximately 32 minutes via Webex initiated by Public Advocates Office with Maria Sotero, Advisor; and Amin Younes, Advisor to Commissioner John Reynolds and Shelly Lyser, Program Manager; Stephen Castello, Supervisor; Pui-Wa Li, Analyst; Omar Gutierrez Tapia, Analyst; David Gibbs, Staff Counsel, and Michael Einhorn, Staff Counsel.  See also notice filed 8-8-24."
"April 01, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=561437987""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,PURSUANT TO ORDERING PARAGRAPH 19 OF D.23-02-002
"March 24, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560273054""><span style=""color:blue""><u>REQUEST</u></span></a>",The Utility Reform Network,"for intervenor compensation for contribution to D20-11-013, D21-01-004, D21-05-031, D21-09-002, D21-09-037, and D22-11-031"
"March 24, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560241839""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,for intervenor compensation for contribution to D25-01-006 and D24-08-003
"March 17, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559371479""><span style=""color:blue""><u>REQUEST</u></span></a>",Natural Resources Defense Council,for intervenor compensation for contribution to D25-01-006
"January 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=553678904""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on January 10, at 8:30 a.m. for approximately thirty minutes via WebEx oraland written initiated by Downey Brand, LLP and Amanda Singh Birmingham, Deputy Chief of Staff and Energy Advisor to Commissioner Darcie Houck, and Nick Dahlberg, Energy Advisor to President Alice Reynolds. See also notice filed, 1-17-25."
"January 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=555494295""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2501006 - Decision Closing Proceeding. Rulemaking 13-11-005 is closed.
"January 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=553679101""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/KAO/CPUC,Administrative Law Judges Ruling granting motions to file under seal.
