Filing Date,Document Type,Filed By,Description
"July 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574672""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF REASSIGNMENT Please be advised that Rulemaking 19-01-011 is being reassigned from Administrative Law Judge (ALJ) Kimberly Kim to ALJ Paula Gruendling.
"June 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570302781""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2506034 - Phase 4 Track A Decision Establishing New Electric Service Line Upsizing Rules, Modifying Electric Line Extension Rules And Reporting Requirements, And Implementing Assembly Bill 157. Rulemaking 19-01-011 remains open."
"June 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=568462500""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/COOKE/CPUC,Notice of Reassignment.
"May 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566243346""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/ROSAS/CPUC,ADMINISTRATIVE LAW JUDGES RULING GRANTING THE MOTION FOR PARTY STATUS OF REDWOOD COAST ENERGY AUTHORITY
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564600432""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council,Sierra Club,California Environmental Justice Alliance",REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564385391""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564636040""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564384499""><span style=""color:blue""><u>COMMENTS</u></span></a>",CalAdvocates/Delaporta/CPUC,REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564636037""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564625155""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cohen Ventures Inc.,"Reply comments of Cohen Ventures, Inc. dba Energy Solutions on Phase 4 Track A Proposed Decision establishing new electric service line upsizing rules, modifying electric line extension rules and reporting requirements, and implementing Assembly Bill 157."
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564625127""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564385392""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,"Reply comments of Pacific Gas and Electric Company on the Proposed Decision establishing new electric service line upsizing rules, modifying electric line extension rules and reporting requirements, and implementing Assembly Bill 157."
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564685938""><span style=""color:blue""><u>COMMENTS</u></span></a>","Redwood Coast Energy Authority,San Diego Community Power",Reply Comments on Phase 4 Track A Proposed Decision.
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564309662""><span style=""color:blue""><u>COMMENTS</u></span></a>","PacifiCorp,Bear Valley Electric Service, Inc.,Liberty Utilities (CalPeco Electric) LLC",JOINT REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564384493""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,REPLY COMMENTS ON PROPOSED DECISION
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564600423""><span style=""color:blue""><u>MOTION</u></span></a>",Redwood Coast Energy Authority,"MOTION FOR PARTY STATUS OF REDWOOD COAST ENERGY AUTHORITY. MFPS GRANTED via ALJ Ruling Issued by ALJ Alberto Rosas on May 12, 2025."
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564385395""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Solar & Storage Association (CALSSA),REPLY COMMENTS ON PROPOSED DECISION
"April 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562392397""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sierra Club,Natural Resources Defense Council,California Environmental Justice Alliance",OPENING COMMENTS ON PROPOSED DECISION
"April 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=563431057""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,COMMENTS ON PROPOSED DECISION
"April 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=563474688""><span style=""color:blue""><u>COMMENTS</u></span></a>",CalAdvocates/Delaporta/CPUC,"OPENING COMMENTS OF THE PUBLIC ADVOCATES OFFICE ON THE PROPOSED PHASE 4 TRACK A DECISION ESTABLISHING NEW ELECTRIC SERVICE LINE UPSIZING RULES, MODIFYING ELECTRIC LINE EXTENSION RULES AND REPORTING REQUIREMENTS, AND IMPLEMENTING ASSEMBLY BILL 157"
