Filing Date,Document Type,Filed By,Description
"July 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574747""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC / Caryn Mandelbaum / Advisor,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Kourtney Vaccaro, Chief of Staff to Commissioner Douglas and Caryn Mandelbaum, Advisor to Commissioner Douglas log an ex parte meeting with CalCCA on June 6, 2025 at 3:30 pm."
"July 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574651""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC / Caryn Mandelbaum / Advisor,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Kourtney Vaccaro, Chief of Staff to Commissioner Douglas and Caryn Mandelbaum, Advisor to Commissioner Douglas log an ex parte meeting with Caliber Strategies on June 18, 2025 at 3:00 pm."
"June 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571237404""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2506048 - Decision Adopting Local Capacity Obligations For 2026-2028, Flexible Capacity Obligations For 2026, And Program Refinements. Rulemaking 23-10-011 is closed."
"June 24, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571129158""><span style=""color:blue""><u>EXPARTE</u></span></a>",Western Power Trading Forum,"NOTICE OF EX PARTE COMMUNICATION. Western Power Trading Forum reports an ex parte meeting with Nick Dahlberg, advisor to President Alice Reynolds, and Amin Younes, advisor to Commissioner John Reynolds on June 19, 2025 from 11:00 am to 11:15 am."
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570424828""><span style=""color:blue""><u>EXPARTE</u></span></a>","Form Energy, Inc.","NOTICE OF EX PARTE COMMUNICATION OF FORM ENERGY, INC."
"June 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570195915""><span style=""color:blue""><u>AMENDMENT</u></span></a>",Western Power Trading Forum,AMENDED NOTICE OF EX PARTE COMMUNICATION.
"June 18, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569656360""><span style=""color:blue""><u>EXPARTE</u></span></a>","Microsoft Corporation,Clean Energy Buyers Association","CLEAN ENERGY BUYERS ASSOCIATION AND MICROSOFT CORPORATION  NOTICE OF EX PARTE COMMUNICATION Pursuant to Rule 8.4(a) of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Clean Energy Buyers Association (CEBA) and Microsoft Corporation hereby give notice of the ex parte communication in which the participants discussed CEBA and Microsofts recommended modifications to the Proposed Decision Adopting Local Capacity Obligations for 2026-2028, Flexible Capacity Obligations for 2026, and Program Refinements (Proposed Decision or PD). The meeting was held on  Friday, June 13, 2025, from approximately1:00 PM - 1:30 PM via Webex.  Meeting attendees were as follows: Nidhi Thakar, CEBA  Senior VP of Policy; Priya Barua, CEBA  Senior Director, Market & Policy Innovation; Jordan Weiszhaar, Microsoft  Senior Program Manager, Data Center Energy; Jonathan Noble, Microsoft  Senior Director, US Government Affairs; Meredith Alexander and Adam Hatefi from Gridwell Consulting also attended. CPUC Staff attending were Nick Dahlberg, Energy Advisor to President Alice Reynolds; and Amin Younes, Advisor to Commissioner John Reynolds."
"June 18, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569656368""><span style=""color:blue""><u>MOTION</u></span></a>",Invinity Energy Systems (US) Corporation,Motion to Become a Party.
"June 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570055226""><span style=""color:blue""><u>COMMENTS</u></span></a>",Shell Energy North America (US) L.P.,"REPLY COMMENTS OF SHELL ENERGY NORTH AMERICA (US), L.P. ON THE MAY 22, 2025, PROPOSED DECISION OF ADMINISTRATIVE LAW JUDGE CHIV"
"June 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569670043""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Proposed Decision
