Filing Date,Document Type,Filed By,Description
"July 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574567""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",ALJ/MUTIALU/CPUC,"PROPOSED DECISION DENYING REQUEST TO ADOPT A FRAMEWORK FOR PRE-APPROVAL OF INVESTOR-OWNED UTILITIES SHORT-TERM RENEWABLE PORTFOLIO STANDARD TRANSACTIONS Opening comments, which shall not exceed 15 pages, are due no later than July 29, 2025. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments. RENEWABLE PORTFOLIO STANDARD TRANSACTIONS"
"July 01, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571368751""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Redwood Coast Energy Authority,[PUBLIC VERSION] Draft 2025 Renewables Portfolio Standard Procurement Plan.
"July 01, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571368838""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Redwood Coast Energy Authority,[PUBLIC VERSION] Draft 2025 Renewables Portfolio Standard Procurement Plan.
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571254563""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Jacinto Power,DRAFT 2025 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572574508""><span style=""color:blue""><u>LAW & MOTION</u></span></a>","City and County of San Francisco, Office of City Attorney",[PUBLIC REDACTED VERSION] DRAFT 2025 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN .
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=572575715""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","City and County of San Francisco, Office of City Attorney",[PUBLIC REDACTED VERSION] DRAFT 2025 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN .
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571986616""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",King City Community Power,[PUBLIC VERSION] DRAFT 2025 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN.
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571951574""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",San Diego Community Power,[PUBLIC VERSION] DRAFT 2025 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN.
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571357845""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Valley Clean Energy Alliance,DRAFT 2025 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLANOF VALLEY CLEAN ENERGY ALLIANCE (PUBLIC VERSION)
"June 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=571708925""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Ava Community Energy,[PUBLIC VERSION] Draft 2025 Renewables Portfolio Standard Procurement Plan.
