Filing Date,Document Type,Filed By,Description
"July 22, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391794""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/RIZZO/CPUC,"EMAIL RULING GRANTING MOTION FOR PARTY STATUS OF INVINITY ENERGY SYSTEMS (US) CORPORATION, ELECTRICITE DE FRANCE POWER SOLUTIONS, CALIFORNIA COALITION OF LARGE ENERGY USERS, AND MILEPOST WEST"
"July 22, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=574351045""><span style=""color:blue""><u>COMMENTS</u></span></a>",Peninsula Clean Energy,"JOINT COMMENTS OF PENINSULA CLEAN ENERGY, CALIFORNIA WIND ENERGY ASSOCIATION, AND SONOMA CLEAN POWER COMMENTS ON THE RENEWABLE CLEAN POWER PROCUREMENT PROGRAM"
"July 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432213""><span style=""color:blue""><u>MOTION</u></span></a>",American Clean Power - California,AMERICAN CLEAN POWER  CALIFORNIA MOTION TO AMEND THE AMENDED SCOPING MEMO TO INCLUDE AN ADDITIONAL TRACK FOR EXPEDITED PROCUREMENT
"July 17, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573407625""><span style=""color:blue""><u>EXPARTE</u></span></a>",Green Power Institute,"NOTICE OF EX PARTE COMMUNICATION OF THE GREEN POWER INSTITUTE Pursuant to Rule 8.4 of the Commissions Rules of Practice and Procedure, in proceedings R.18-07-003, R.20-05-003, R.23-01-007, A.24-01-022, and A.24-04-018, the Green Power Institute (GPI), the renewable energy program of the Pacific Institute for Studies in Development, Environment, and Security, provides this Notice of Ex Parte Communication of the Green Power Institute. GPI hereby gives Notice of an Ex Parte meeting that took place between GPI and the Office of Commission President Alice Reynolds on Wednesday, July 16, 2025, at 2:30pm.  Gregg Morris represented GPI.  Drew Hodel, Advisor to the Commissioner, represented President Reynolds office.  The meeting took place over zoom."
"July 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391744""><span style=""color:blue""><u>COMMENTS</u></span></a>","Hydrostor, Inc.","HYDROSTOR, INC. RESPONSE TO ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENTS ON THE RELIABLE AND CLEAN POWER PROCURMEMENT PROGRAM STAFF PROPOSAL"
"July 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573507501""><span style=""color:blue""><u>COMMENTS</u></span></a>","Terra-Gen, LLC","COMMENTS OF TERRA-GEN, LLC ON THE ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENTS ON THE RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM STAFF PROPOSAL"
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432123""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.",OPENING COMMENTS ON THE RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM STAFF PROPOSAL
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391795""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Coalition of Large Energy Users,OPENING COMMENTS OF THE CALIFORNIA COALITION OF LARGE ENERGY USERSON THE ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENTS ON RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM STAFF PROPOSAL
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573513408""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Wind Energy Association,ALTERNATIVE PROPOSAL FOR THE DESIGN OF THE RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM.
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573391970""><span style=""color:blue""><u>COMMENTS</u></span></a>","Ormat Technologies, Inc.",OPENING COMMENTS ON THE ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENTS ON RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM (RCPPP) STAFF PROPOSAL
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573513397""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS ON RULING SEEKING COMMENTS ON RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM STAFF PROPOSAL
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432171""><span style=""color:blue""><u>COMMENTS</u></span></a>",Calpine Corporation,COMMENTS ON ALJS RULING SEEKING COMMENTS ON RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM STAFF PROPOSAL.
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432156""><span style=""color:blue""><u>COMMENTS</u></span></a>","Center for Energy Efficiency and Renewable Technologies,California Environmental Justice Alliance,Sierra Club",OPENING COMMENTS ON THE RELIABLE AND CLEAN POWER PROCUREMENT PROGRAM.
"July 15, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=573432148""><span style=""color:blue""><u>COMMENTS</u></span></a>",Diamond Generating LLC,DIAMOND GENERATING LLCS  OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES  RULING SEEKING COMMENTS ON RELIABLE AND CLEAN  POWER PROCUREMENT PROGRAM STAFF PROPOSAL
