Filing Date,Document Type,Filed By,Description
"March 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560138226""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on March 18, 2022, at 2:00 p.m. and lasted approximately 30 minutes Webex initiated by California Energy Storage Alliance, Advanced Energy Economy, California Solar and Storage Association, Enel X North America, and Sunrun with Maria Sotero, Advisor to Commissioner John Reynolds and Jin Noh, Policy Director at CESA; Grace Pratt, Policy Analyst at CESA; Rachel McMahon, Policy Director at Sunrun; Marc Monbouquette, Manager of Regulatory Affairs at Enel X North America; Kate Unger, Senior Policy Advisor at CALSSA; and Noah Garcia, Policy Principal at AEE.  See also, notice filed 3-21-22."
"March 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560101185""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on March 9, 2022, at 12:05 p.m. and lasted approximately 30 minutes via Webex initiated by California Community Choice Association with Maria Sotero, Advisor to Commissioner John Reynolds;  and Simone Brant, Senior Analyst, Energy  Division and Eric Little, California Community  Choice Association,  Director of Regulatory  Affairs; and Lauren Carr, California Community  Choice Association,  Senior Market Policy Analyst."
"March 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560829299""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKERNOTICEOFEXPARTECOMMUNICATIONDATEandTIME:June 15, 2022, at 10:00 a.m.and lasted approximately 30 minutes.LOCATION:WebexCOMMUNICATIONMEDIUM:OralWHOINITIATEDCOMMUNICATION:Independent  Energy  Producers Association  (IEP), California Wind  Energy  Association  (CalWEA), Middle  River Power (MRP), and Calpine Corporation (collectively, the Joint Parties).PERSONSPRESENTONBEHALFOFTHECOMMISSION:Maria Sotero, Advisor  to Commissioner  John Reynolds.PERSONSPRESENTONBEHALFOFINTERESTEDPERSON:Scott Murtishaw,  Policy Director, IEP;  Nancy Rader, Executive  Director, California Wind Energy  Association  (CalWEA); Brian Theaker,  Vice President,  Western Regulatory  and Market Affairs and Nuo  Tang,  Director of Asset Management West, MRP;  Matt Barmack, Vice President,  Market and Regulatory  Policy, Calpine Corporation;  and Brian Cragg,  Downey  Brand, LLP,  outside  counsel  for the IEP (collectively, the Representatives).  See also, notice filed 6-16-2022."
"March 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560134398""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on June 6, 2022, at 1:30 p.m. and lasted approximately 30 minutes via Webex with Maria Sotero, Energy Advisor to Commissioner John Reynolds; and Simone Brant, Interim Supervisor for Electric Market Design, Energy Division and Eric Little, California Community Choice Association -Director of Regulatory Affairs; and Lauren Carr, California Community Choice Association -Senior Market Policy Analyst. See also, notice filed on 6-8-22."
"March 26, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559995339""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on January 20, 2023, at 2:00p.m.and lasted approximately 30 minutes via Webex initiated by California Community  Choice Association with Maria Sotero, Advisor  to Commissioner  Reynolds,  Suzanne Casazza, Chief of Staff and Legal Advisor  to Commissioner  Reynolds,  and Jake McDermott, Advisor  to Commissioner  Reynolds and Evelyn  Kahl, CalCCA -General Counsel  and Director of Policy;  Eric Little, CalCCA -Director of Regulatory  Affairs; Lauren Carr, CalCCA -Senior Market Policy  Analyst; Andrew  D. Mills,  CalCCA -Electricity System  Modeler;  and Matthew H. Langer, Clean Power Alliance, Chief Operating Officer.  See also, notice filed 1-25-23."
"July 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536040981""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2407029 - Decision Granting Compensation To Green Power Institute For Substantial Contribution To Decision (D). 23-04-010 And (D.) 23-06-029.
"June 25, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534332031""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. DATE and TIME: June 21, 2023, at 3:30 p.m. for approximately thirty minutes. LOCATION: WebEx. COMMUNICATION MEDIUM: Oral and written. WHO INITIATED COMMUNICATION: CEDMC. PERSONS PRESENT ON BEHALF OF THE COMMISSION: Karin Sung, Chief of Staff and Legal Advisor to Commissioner Darcie L. Houck, and Maryam Mozafari and Niki Bawa, Advisors to Commissioner Darcie L. Houck. PERSONS PRESENT ON BEHALF OF INTERESTED PERSON: See notice filed on 6/15/23."
"June 24, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534357087""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Adam Buchholz, Advisor to Commissioner Darcie Houck, and Karin Sung, Chief of Staff and Legal Advisor to Commissioner Darcie Houck log an ex parte meeting with CalCCA on January 19, 2024 at 4:00 pm."
"June 24, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534344049""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Adam Buchholz, Advisor to Commissioner Darcie Houck, and Karin Sung, Chief of Staff and Legal Advisor to Commissioner Darcie Houck log an ex parte meeting with Marin Clean Energy on February 17, 2023 at 1:00 pm."
"June 24, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534332030""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. DATE and TIME: March 15, 2023, at 12:00 p.m. for approximately thirty minutes. LOCATION: WebEx. COMMUNICATION MEDIUM: Oral and written. WHO INITIATED COMMUNICATION: CalCCA. PERSONS PRESENT ON BEHALF OF THE COMMISSION: Maryam Mozafari, Energy Advisor to Commissioner Darcie L. Houck; and Karin Sung, Chief of Staff and Legal Advisor to Commissioner Darcie L. Houck. PERSONS PRESENT ON BEHALF OF INTERESTED PERSON: See notice filed on 3/10/23."
