Filing Date,Document Type,Filed By,Description
"December 19, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=322623587""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D1912054 - Decision Granting Compensation To The Green Power Institute For Substantial Contribution To Rulemaking 18-12-006.
"October 10, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317554779""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D1910015 - Decision Granting Compensation To The Utility Reform Network For Substantial Contribution To Decision 16-06-011 and Order Instituting Rulemaking 18-12-006.
"April 02, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=334604419""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,"Filing in Compliance with Decision 16-06-011, OP2."
"February 15, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=266859428""><span style=""color:blue""><u>REQUEST</u></span></a>",The Utility Reform Network,for intervenor compensation for contribution to D16-06-011 & Order Instituting Rulemaking 18-12-006
"February 13, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=266859738""><span style=""color:blue""><u>REQUEST</u></span></a>",Green Power Institute,for intervenor compensation for contribution to the Order Instituting Rulemaking 18-12-006
"February 11, 2019","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=333877313""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,Opening Comments to Order Instituting Rulemaking
"December 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=252025566""><span style=""color:blue""><u>COMMISSION RULEMAKING</u></span></a>",CPUC,Order Instituting Rulemaking to Continue the Development of Rates and Infrastructure for Vehicle Electrification.
"April 04, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=216500917""><span style=""color:blue""><u>COMMENTS</u></span></a>",Natural Resources Defense Council,Reply Comments Of The Natural Resources Defense Council On Vehicle-Grid Integration Communication Protocol Working Group Energy Division Staff Report.
"March 27, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212642689""><span style=""color:blue""><u>NOTICE</u></span></a>",Consumer Federation of California Foundation,NOTICE OF NAME CHANGE FROM CONSUMER FEDERATION OF CALIFORNIA TO CONSUMER FEDERATION OF CALIFORNIA FOUNDATION
"March 20, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=215187187""><span style=""color:blue""><u>REPORT</u></span></a>",San Diego Gas & Electric Company,Electric Vehicle-Grid Integration Pilot Program (“Power Your Drive”) Fourth Semi-Annual Report Of San Diego Gas & Electric Company (U902-E).
"February 23, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=211654688""><span style=""color:blue""><u>RULING</u></span></a>",CMMR/PETERMAN/CPUC,ASSIGNED COMMISSIONER’S RULING SEEKING COMMENT ON VEHICLE-GRID INTEGRATION COMMUNICATION PROTOCOL WORKING GROUP ENERGY DIVISION STAFF REPORT.  
"January 24, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=206663987""><span style=""color:blue""><u>RULING</u></span></a>",CMMR/PETERMAN/CPUC,"ASSIGNED COMMISSIONER’S RULING PROVIDING GUIDANCE TO UTILITIES ELECTING TO SUBMIT APPLICATIONS PURSUANT TO ASSEMBLY BILLS 1082 AND 1083.  Any utility wishing to submit an application pursuant to AB 1082 and/or AB 1083 must follow the guidance set forth in Section 1 herein, and file such application no later than July 31, 2018."
"December 29, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=211924660""><span style=""color:blue""><u>REPORT</u></span></a>",San Diego Gas & Electric Company,"Load Research Report Compliance Filing Of San Diego Gas & Electric Company (U 902-M), Southern California Edison Company (U 338-E), And Pacific Gas And Electric Company (U 39e) Pursuant To Ordering Paragraph 2 Of D.16-06-011."
"November 01, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=198217207""><span style=""color:blue""><u>NOTICE</u></span></a>",ACTING CALJ/SIMON/CPUC,NOTICE OF REASSIGNMENT
