Filing Date,Document Type,Filed By,Description
"February 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=525671909""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2402050 - Order Denying Rehearing Of Decision 23-10-003. This proceeding, R.15-03-011, is closed."
"November 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=521134029""><span style=""color:blue""><u>RESPONSE</u></span></a>","San Diego Gas & Electric Company,Pacific Gas and Electric Company,Southern California Edison Company",JOINT RESPONSE TO CALIFORNIA ENERGY STORAGE ALLIANCE'S APPLICATION FOR REHEARING OF DECISION 23-10-00
"November 15, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520914010""><span style=""color:blue""><u>REHEARING REQUEST</u></span></a>",California Energy Storage Alliance,APPLICATION FOR REHEARING OF DECISION 23-10-003
"October 12, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520557717""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2310003 - Decision Adopting Station Power Rules For Hybrid And Co-Located Resources. Rulemaking 15-03-011 is closed.
"September 25, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520482479""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,REPLY COMMENTS ON PROPOSED DECISION
"September 25, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520482478""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company,San Diego Gas & Electric Company,Southern California Edison Company",REPLY COMMENTS ON PROPOSED DECISION
"September 25, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520486782""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Storage Energy Alliance,Reply comments of the California Energy Storage Alliance on Proposed Decision adopting power rules for hybrid and co-located resources.
"September 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520471079""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",Opening Comments on the Proposed Decision of Commissioner ReynoldsAdopting Station Power Rules for Hybrid and Co-Located Resourcs.
"September 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520495847""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Storage Energy Alliance,COMMENTS ON PROPOSED DECISION 
"September 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520489038""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,OPENING COMMENTS ON PROPOSED DECISION
"September 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520474485""><span style=""color:blue""><u>COMMENTS</u></span></a>",American Clean Power - California,Opening Comments on Proposed Decision
"September 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520469554""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Independent System Operator Corporation,Comments on Proposed Decision
"September 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520474481""><span style=""color:blue""><u>COMMENTS</u></span></a>",Independent Energy Producers Association,OPENING COMMENTS ON PROPOSED DECISION
"August 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=518936246""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/ALICE REYNOLDS/CPUC,"PROPOSED DECISION ADOPTING STATION POWER RULES FOR HYBRID AND CO-LOCATED RESOURCES.  _____________. Opening comments, which shall not exceed 15 pages, are due no later than September 19, 2023. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"March 27, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504801928""><span style=""color:blue""><u>RESPONSE</u></span></a>","AES CLEAN ENERGY DEVELOPMENT, LLC","OPPOSITION TO JOINT MOTION OF SOUTHERN CALIFORNIA EDISON COMPANY, SAN DIEGO GAS & ELECTRIC COMPANY, AND PACIFIC GAS & ELECTRIC COMPANY TO STRIKE REPLY COMMENTS"
"March 10, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503588825""><span style=""color:blue""><u>MOTION</u></span></a>","Southern California Edison,San Diego Gas & Electric Company,Pacific Gas and Electric Company","Joint Motion to Strike Reply Comments of AES Clean Energy Development, LLC."
"February 27, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502756708""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/ATAMTURK/CPUC,"EMAIL RULING GRANTING MOTION FOR PARTY STATUS OF AES CLEAN ENERGY DEVELOPMENT, LLC"
"February 21, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502673499""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Storage Alliance,REPLY COMMENTS ON THE FINAL REPORT ON TECHNICAL WORKSHOPS TO CONSIDER STATION POWER RULES FOR HYBRID AND CO-LOCATED ENERGY STORAGE RESOURCES 
"February 21, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502673498""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",JOINT REPLY COMMENTS ON THE FINAL REPORT ON TECHNICAL WORKSHOPS TO CONSIDER STATION POWER RULES FOR HYBRID AND CO-LOCATED ENERGY STORAGE RESOURCES  
"February 21, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502756461""><span style=""color:blue""><u>COMMENTS</u></span></a>","AES Clean Energy Development, LLC",REPLY COMMENTS ON THE FINAL REPORT ON TECHNICAL WORKSHOPS TO CONSIDER STATION POWER RULES FOR HYBRID AND CO-LOCATED ENERGY STORAGE RESOURCES
"February 16, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502531456""><span style=""color:blue""><u>MOTION</u></span></a>","AES CLEAN ENERGY DEVELOPMENT, LLC","MOTION FOR PARTY STATUS. MFPS GRANTED via E-mail Ruling Issued by ALJ Nilgun Atamturk on February 27, 2023.
"
"February 14, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502402559""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",Joint Opening Comments on the Final Report on Technical Workshops to Consider Station Power Rules for Hybrid and Co-Located Energy Storage Resources.
"February 14, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502397589""><span style=""color:blue""><u>REPORT</u></span></a>",Independent Energy Producers Association,Comments on the Station Power Working Group Report.
"February 01, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501654104""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Energy Storage Alliance,FINAL REPORT ON TECHNICAL WORKSHOPS TO CONSIDER STATION POWER RULES FOR  HYBRID AND CO-LOCATED ENERGY STORAGE RESOURCES
"June 13, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483888014""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/ALICE REYNOLDS/CPUC,Assigned Commissioner’s Amended Scoping Memo and Ruling. The scope of this proceeding is expanded. The orders established for the investor-owned utilities are set forth and adopted. The schedule of this proceeding is set forth and adopted.
"March 21, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=461182447""><span style=""color:blue""><u>NOTICE</u></span></a>","Shell Energy North America (US), L.P.",NOTICE OF CHANGE OF NAME
"December 20, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=432400674""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,GREEN POWER INSTITUTE REPLY COMMENTS ON HYBRID AND CO-LOCATED STORAGE
"December 17, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=432745459""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company","JOINT REPLY COMMENTS OF SOUTHERN CALIFORNIA EDISON COMPANY (U 338-E), SAN DIEGO GAS AND ELECTRIC COMPANY (U 902-E), AND PACIFIC GAS & ELECTRIC COMPANY (U 39-E) ON ASSIGNED COMMISSIONER’S RULING REQUESTING RESPONSES TO QUESTIONS REGARDING HYBRID AND CO-LOCATED STORAGE RESOURCES"
"December 17, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=432400675""><span style=""color:blue""><u>REPLY</u></span></a>",Independent Energy Producers Association,INDEPENDENT ENERGY PRODUCERS ASSOCIATION’S REPLY COMMENTS ON THE ASSIGNED COMMISSIONER’S RULING ON HYBRID AND CO-LOCATED STORAGE RESOURCES
"December 17, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=433949881""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Storage Alliance,Reply Comments on Assigned Commissioner’s Ruling
"December 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=427936034""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Independent System Operator Corporation,"Comments on Petition for Modification in response to the questions listed in the Assigned Commissioner’s October 27, 2021 Ruling."
"December 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=430904193""><span style=""color:blue""><u>COMMENTS</u></span></a>",Nuvve Holding Corporation,Comments on Assigned Commissioner’s Ruling Requesting Responses to Questions Regarding Hybrid and Co-Located Storage Resources
"December 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=427936031""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Energy Storage Alliance,Responses to Assigned Commissioner’s Ruling Requesting Responses to Questions Regarding Hybrid and Co-Located Storage Resources
