Filing Date,Document Type,Filed By,Description
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570267842""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,"Reply Comments on ALJ Ruling (dated May 28, 2025.)"
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570267847""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,"Reply Comments on May 28, 2025 Administrative Law Judges Ruling seeking comment on procedural pathway to address applications for provider of last resort status."
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570436434""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.","REPLY COMMENTS ON MAY 28, 2025 ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS."
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570400863""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Administrative Law Judges Ruling regarding procedural pathway to address applications for provider of last resort status.
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570195951""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS.
"June 20, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570436429""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Reply Comments on Procedural Pathway.
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570055253""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.","COMMENTS OF SHELL ENERGY NORTH AMERICA (US), L.P. ON MAY 28, 2025, ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS"
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569656344""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,COMMENTS ON ADMINISTRATIVE LAW JUDGE RULING  REGARDING PROCEDURAL PATHWAY TO ADDRESS  APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS.
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=570018705""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,OPENING COMMENTS OF SMALL BUSINESS UTILITY ADVOCATES ON PROCEDURAL PATHWAY
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569670051""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,"OPENING COMMENTS OF PACIFIC GAS AND ELECTRIC COMPANY (U 39 E) ON QUESTIONS PRESENTED IN THE MAY 28, 2025 ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS."
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569592875""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/YU/CPUC,OPENING COMMENTS OF THE PUBLIC ADVOCATES OFFICEON THE ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569656290""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS OF SOUTHERN CALIFORNIA EDISON COMPANY  (U 338-E) ON THE ADMINISTRATIVE LAW JUDGES RULING SEEKING  COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS
"June 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=569656330""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,"COMMENTS OF THE UTILITY CONSUMERS ACTION NETWORK ON ADMINSTRATIVE LAW JUDGES MAY 28, 2025, RULING SEEKING COMMENT ON PROCEDURAL PATHWAY TO ADDRESS APPLICATIONS FOR PROVIDER OF LAST RESORT STATUS"
