Filing Date,Document Type,Filed By,Description
"April 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562188122""><span style=""color:blue""><u>REQUEST</u></span></a>",Sierra Club,"for intervenor compensation for contribution to D23-12-035, D25-01-055"
"April 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562975535""><span style=""color:blue""><u>REQUEST</u></span></a>",Environmental Defense Fund,"for intervenor compensation for contribution to D25-01-055 [Public Version, accompanied by the Motion to File Under Seal and Attachment 4 submitted and filed under seal]."
"April 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562392332""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Environmental Defense Fund,"for intervenor compensation for contribution to D25-01-055 [Public Version, accompanied by the Motion to File Under Seal and Attachment 4 submitted and filed under seal]."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560134392""><span style=""color:blue""><u>RESPONSE</u></span></a>",American Clean Power - California,RESPONSE TO APPLICATION FOR REHEARING OF D.25-01-055
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560138218""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Independent System Operator Corporation,RESPONSE TO APPLICATION FOR REHEARING OF D.25-01-055
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560273072""><span style=""color:blue""><u>RESPONSE</u></span></a>",Center for Energy Efficiency and Renewable Technologies,RESPONSE FOR REHEARING OF DECISION 25-01-055
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560101157""><span style=""color:blue""><u>RESPONSE</u></span></a>","San Diego Gas & Electric Company,Southern California Edison Company,PACIFIC GAS AND ELECTRIC COMPANY",JOINT RESPONSE TO REHEARING OF D.25-01-055
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560101156""><span style=""color:blue""><u>RESPONSE</u></span></a>","LS Power Grid California, LLC",RESPONSE TO THE APPLICATION FOR REHEARING OF DECISION 25-01-05
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558405906""><span style=""color:blue""><u>REHEARING REQUEST</u></span></a>","CALIFORNIA FARM BUREAU FEDERATION,ANZA-BORREGO FOUNDATION,Center for Biological Diversity,ACTON TOWN COUNCIL,PROTECT OUR COMMUNITIES FOUNDATION,DEFENDERS OF WILDLIFE","JOINT APPLICATION FOR REHEARING OF D.25-01-055, DECISION ADOPTING GENERAL ORDER 131-E"
"February 11, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=557608754""><span style=""color:blue""><u>NOTICE</u></span></a>",Center for Biological Diversity,Second Supplement; to Notice of Intent to Claim Intervenor Compensation
