Filing Date,Document Type,Filed By,Description
"June 02, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=567537502""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF REASSIGNMENT. Please be advised that Rulemaking 12-11-005 is being reassigned from Administrative Law Judge (ALJ)Nilgun AtamturktoALJ Hazlyn C. Fortune.
"May 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565499009""><span style=""color:blue""><u>RESPONSE</u></span></a>",Center for Sustainable Energy,RESPONSE TO JOINT PETITION FOR MODIFICATION OF DECISION 15-06-002
"May 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566243356""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Energy Storage Alliance,RESPONSE TO JOINT PETITION FOR MODIFICATION OF DECISION 15-06-002
"April 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=565141468""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Solar & Storage Association,Response of the California Solar & Storage Association to the Joint Petition for Modification of Decision 15-06-002 Concerning Self-Generation Incentive Program Requirements.
"April 08, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=561478670""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>","Local Government Sustainable Energy Coalition,SOUTHERN CALIFORNIA TRIBAL CHAIRMEN'S ASSOCIATION",JOINT PETITION FOR MODIFICATION OF DECISION 15-06-002
"April 27, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=507832646""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2304045 - Decision Granting Petition To Modify Decision (D.) 11-09-015, D.15-06-002, And D.19-08-001 WIth Modifications. Rulemaking (R.) 10-05-004 and R.12-11-005 are closed."
"April 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=506169993""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Sustainable Energy,"Comments of Center for Sustainable Energy, Southern California Gas Company, Southern California Edison Company, and Pacific Gas and Electric Company on the Proposed Decision granting Petition to Modify Decision (D.) 11-09-015, D.15-06-002, and D.19-08-001 with modifications."
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504402040""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/DOUGLAS/CPUC,"Proposed Decision granting Petition to Modify Decision (D.) 11-09-015, D.15-06-002, and D.19-08-001 with modifications. Opening comments, which shall not exceed 15 pages, are due no later than April 13, 2023. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"January 20, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501282445""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/COOKE/CPUC,Notice of Reassignment.
"June 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483587250""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Simon/CPUC,NOTICE OF REASSIGNMENT
"May 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=479337710""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY,SOUTHERN CALIFORNIA GAS COMPANY,SOUTHERN CALIFORNIA EDISON COMPANY,CENTER FOR SUSTAINABLE ENERGY","JOINT PETITION FOR MODIFICATION OF DECISIONS 11-09-015, 15-06-002, AND 19-08-001 CONCERNING SELF-GENERATION INCENTIVE PROGRAM EXTENSIONS, SERVICE WARRANTY REQUIREMENT, AND ONGOING DEVELOPER FLEET COMPLIANCE OBLIGATIONS"
"December 16, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=432679853""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2112048 - Decision Granting Compensation To Sierra Club For Substantial Contribution To Decision (D.) 19-09-027 And D.20-01-021.
"March 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=370283181""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2103009 - Decision Approving Joint Petition For Modification Of Decision 15-06-002 Concerning Self-Generation Incentive Program Requirements. Rulemaking 12-11-005 is closed.
"March 02, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=366758452""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2103002 - Order Correcting Error In Decision 20-01-021. Rulemaking 12-11-005 is closed.
"February 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013388""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"Proposed Decision Approving Joint Petition for Modification of Decision 15-06-002 Concerning Self-Generation Incentive Program Requirements. Pursuant to Rule 14.6(c), Opening Comments, which shall not exceed 15 pages, are due within 15 days of its mailing or February 18, 2021 and reply comments must be filed within 20 days of its mailing or February 23, 2021."
"January 25, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013306""><span style=""color:blue""><u>REPLY</u></span></a>","Southern California Gas Company,Southern California Edison Company,Pacific Gas and Electric Company,Center for Sustainable Energy",JOINT REPLY TO THE CALIFORNIA ENERGY STORAGE ALLIANCE RESPONSE TO JOINT PETITION FOR MODIFICATION OF DECISION 15-06-002
"January 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=360563824""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Energy Storage Alliance,RESPONSE TO THE JOINT PETITION FOR MODIFICATION OF DECISION 15-06-002
"January 08, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=359001321""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/FOGEL/CPUC,E-Mail Ruling granting joint motion of Self-Generation Incentive Program Program Administrators to shorten time period to respond to Petition for Modification.
"December 23, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=356575218""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>","Southern California Gas Company,Southern California Edison Company,Pacific Gas and Electric Company,Center for Sustainable Energy",JOINT PETITION FOR MODIFICATION OF DECISION 15-06-002 CONCERNING SELF-GENERATION INCENTIVE PROGRAM REQUIREMENTS
"December 23, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=356575219""><span style=""color:blue""><u>MOTION</u></span></a>","Southern California Gas Company,Southern California Edison Company,Pacific Gas and Electric Company,Center for Sustainable Energy",JOINT MOTION TO SHORTEN TIME TO RESPOND TO PETITION FOR MODIFICATION OF D.15-06-002
"October 22, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=349327107""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2010017 - Decision Addressing Petition For Modification Of Decision (D.) 20-01-021 And D.16-06-055. Rulemaking 12-11-005 is closed.
"October 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348078168""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Solar & Storage Association,Comments on Proposed Decision
"October 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348035935""><span style=""color:blue""><u>COMMENTS</u></span></a>","Tesla, Inc.",Opening Comments on Proposed Decision
"October 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348078465""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,Southern California Gas Company",Opening Comments on Proposed Decision
"October 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348038410""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Sustainable Energy,Comments on Proposed Decision Addressing Petition for Modification of Decision (D.) 20-01-021 and D.16-06-055
"October 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348078020""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sunrun, Inc.",Opening Comments on the Proposed Decision Addressing Petition for Modification of Decision (D.) 20-01-021 and D.16-06-055.
"October 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348078160""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Storage Alliance,Comments on the Proposed Decision Addressing Petition for Modification of Decision (D.) 20-01-021 and D.16-06-055
"September 16, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=346822338""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"Proposed Decision Addressing Petition for Modification of Decision (D.) 20-01-021 and D.16-06-055. Opening Comments, which shall not exceed 15 pages, are due on October 6, 2020. Reply Comments, which shall not exceed 5 pages are due 5 days after the last day for filing Opening Comments."
"August 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=345507139""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Energy Storage Alliance,COMMENTS OF THE CALIFORNIA ENERGY STORAGE ALLIANCE ON THEASSIGNED COMMISSIONER’S RULING PROVIDING FUND TRANSFER ANDOTHER PROPOSALS
"August 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=345698017""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company,Center for Sustainable Energy,Southern California Gas Company,Southern California Edison Company","JOINT COMMENTS OF PACIFIC GAS AND ELECTRIC COMPANY (U 39 E), SOUTHERN CALIFORNIA EDISON (U 338-E), SOUTHERN CALIFORNIA GAS COMPANY (U 904 G), AND CENTER FOR SUSTAINABLE ENERGY® ON ASSIGNED COMMISSIONER’S RULING PROVIDING FUND TRANSFER AND OTHER PROPOSALS FOR COMMENT"
"August 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=345770349""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Solar & Storage Association,Comments on the Assigned Commissioner’s Ruling Regarding Fund Transfers and Other Proposals
"August 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=345591106""><span style=""color:blue""><u>COMMENTS</u></span></a>","Foundation Windpower, LLC",Comments on Assigned Commissioner’s Ruling Providing Fund Transfer and Other Proposals for Comment
"August 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=345698064""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sunrun, Inc.",Comments in Response to Assigned Commissioner’s Ruling Providing Fund Transfer and Other Proposals for Comment
"August 17, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=345150582""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/FOGEL/CPUC,"E-mail Ruling Denying Motion for Party Status of ENGIE North America, Inc."
"August 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=344182761""><span style=""color:blue""><u>RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,Assigned Commissioner’s Ruling Providing Fund Transfer and Other Proposals for Comment. Party comments on the proposals contained herein shall be filed no later than 15 days from issuance of this ruling and shall be limited to 10 pages.
"August 05, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=344182735""><span style=""color:blue""><u>MOTION</u></span></a>","ENGIE North America, Inc.","Motion for Party Status of ENGIE North America, Inc."
"July 16, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=344033659""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2007015 - Decision Addressing Petition For Modification of Decision (D.) 19-09-027 and D.20-01-021.
"July 13, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=343070044""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,Southern California Gas Company",Joint Reply Comments on Proposed Decision
"July 13, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342946820""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Sustainable Energy,Reply Comments on Proposed Decision
"July 10, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=343070037""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Solar & Storage Association,RESPONSE TO THE CALIFORNIA ENERGY STORAGE ALLIANCE’S PETITION FOR MODIFICATION OF DECISIONS 20-01-021 AND 16-06-055
"July 10, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=343621489""><span style=""color:blue""><u>RESPONSE</u></span></a>",Marin Clean Energy,RESPONSE TO CALIFORNIA ENERGY STORAGE ALLIANCE’S PETITION FOR MODIFICATION OF DECISIONS 20-01-021 AND 16-06-055
"July 10, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342864968""><span style=""color:blue""><u>RESPONSE</u></span></a>","Shell Energy North America (US), L.P.",RESPONSE TO CALIFORNIA ENERGY STORAGE ALLIANCE’S PETITION FOR MODIFICATION OF DECISIONS 20-01-021 AND 16-06-055
"July 10, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=343092079""><span style=""color:blue""><u>RESPONSE</u></span></a>",GRID Alternatives,"RESPONSE OF SHELL ENERGY NORTH AMERICA (US), L.P.
TO CALIFORNIA ENERGY STORAGE ALLIANCE’S PETITION
FOR MODIFICATION OF DECISIONS 20-01-021 AND 16-06-055
RESPONSE OF SHELL ENERGY NORTH AMERICA (US), L.P.
TO CALIFORNIA ENERGY STORAGE ALLIANCE’S PETITION
FOR MODIFICATION OF DECISIONS 20-01-021 AND 16-06-055
"
"July 10, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342945086""><span style=""color:blue""><u>RESPONSE</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,Southern California Gas Company,Center for Sustainable Energy",JOINT RESPONSE TO CALIFORNIA ENERGY STORAGE ALLIANCE’S PETITION FOR MODIFICATION OF DECISIONS 20-01-021 AND 16-06-055
