Filing Date,Document Type,Filed By,Description
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409224314""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=406544269""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR GUZMAN ACEVES/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Justin Fong, Advisor to Commissioner Martha Guzman Aceves; and Sarah Sharpe, Senior Advisor - External Affairs to Commissioner Martha Guzman Aceves log an ex parte meeting with CalCCA on August 24, 2021 from approximately 3:30 pm to 4:00 pm."
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=410145306""><span style=""color:blue""><u>COMMENTS</u></span></a>",Great Oaks Water Company,"Comments and responses of Great Oaks Water Company to July 29, 2021 Ruling."
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409224541""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409224399""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=408491802""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,"Comments Responding to Administrative Law Judge''s July 29, 2021 Ruling"
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409638346""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Opening Comments on the Ruling Setting Joint Status Conference and Ordering Comments. PLEASE NOTE: This is a duplicate.
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409638341""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/MERZA/CPUC,Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409971930""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Opening Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409224538""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southwest Gas Corporation,Opening Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=406564258""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR GUZMAN ACEVES/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Justin Fong and Benjamin Menzies, advisors to Commissioner Guzman Aceves log an ex parte meeting with Small Business Utility Advocates on May 28, 2021 at 10:00 am."
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409894194""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Comments of Pacific Gas and Electric Company on the 7/29/2021 Administrative Law Judge’s Ruling setting joint status conference and ordering comments.
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409224532""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/SHEK/CPUC,Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=407794026""><span style=""color:blue""><u>COMMENTS</u></span></a>",SOUTHERN CALIFORNIA EDISON COMPANY,Comments on Ruling Setting Joint Status Conference and Ordering Comments. [This Response is for R.17-06-024 for SCE as a Class C Water Utility]
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=406564261""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR GUZMAN ACEVES/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Commissioner Guzman Aceves, Justin Fong, Sarah Sharpe, Jonathan Koltz from the office of Commissioner Guzman Aceves log an ex parte meeting with CEJA on August 25, 2021 from 3:30 pm to 4:00 pm."
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=406542560""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR GUZMAN ACEVES/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Justin Fong, advisor to Commissioner Guzman Aceves logs an ex parte meeting with East Bay Community Energy on June 7, 2021 from approximately 11:00 am to 11:30 am."
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=411463014""><span style=""color:blue""><u>COMMENTS</u></span></a>","Center for Accessible Technology,National Consumer Law Center",Comments on Phase III Issues (R.17-06-024) and Phase II Issues (R.21-02-014)
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=410145300""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Opening comments of The Utility Reform Network on the questions set forth in the Ruling setting joint status conference and ordering comments.
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409224535""><span style=""color:blue""><u>COMMENTS</u></span></a>","CENTER FOR ACCESSIBLE TECHNOLOGY,National Consumer Law Center",Comments on Assigned Commissioner and Administrative Law Judge’s Amended Scoping Memo and Rulings
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=407950877""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Ruling Setting Joint Status Conference and Ordering Comments [This Response is for R.21-02-014 for SCE as an Electric Utility]
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409894200""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Greenlining Institute,Leadership Counsel for Justice and Accountability,California Environmental Justice Alliance",Opening comments on Ruling setting joint status conference and ordering comments.
"September 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409928723""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.,PacifiCorp,Liberty Utilities (CalPeco Electric) LLC",Joint comments on the Ruling setting joint status conference and ordering comment.
"September 07, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=405048281""><span style=""color:blue""><u>RESPONSE</u></span></a>",Utility Consumers' Action Network,RESPONSE TO THE MOTION OF THE CALIFORNIA COMMUNITY CHOICE ASSOCIATION TO SEVER THE ALLOCATION OF CALIFORNIA ARREARAGE PAYMENT PROGRAM FUNDS BETWEEN COMMUNITY CHOICE ASSOCIATION AND THE INVESTOR-OWNED UTILITIES AND REMOVE CONSIDERATION OF ARREARAGE  PAYMENT PROGRAM FUNDS 
"August 31, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404291856""><span style=""color:blue""><u>EXPARTE</u></span></a>","California Environmental Justice Alliance,Leadership Counsel for Justice and Accountability,The Greenlining Institute","LATE-FILED NOTICE OF EX PARTE COMMUNICATION. California Environmental Justice Alliance, Leadership Counsel for Justice and Accountability and Greenlining Institute report an ex parte meeting with Commissioner Guzman Aceves, Justin Fong, Sarah Sharpe, Jonathan Koltz from the office of Commissioner Guzman Aceves on August 25, 2021 from 3:30 pm to 4:00 pm."
"August 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404113601""><span style=""color:blue""><u>REQUEST</u></span></a>",National Consumer Law Center,for intervenor compensation for contribution to D21-06-036
"August 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404113599""><span style=""color:blue""><u>REQUEST</u></span></a>",The Utility Reform Network,for intervenor compensation for contribution to D21-06-036
"August 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404113600""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers' Action Network,for intervenor compensation for contribution to D21-06-036
"August 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404113933""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,for intervenor compensation for contribution to D21-06-036 
"August 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404114155""><span style=""color:blue""><u>REQUEST</u></span></a>",The Greenlining Institute,for intervenor compensation for contribution to D21-06-036 
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=403447601""><span style=""color:blue""><u>BRIEF</u></span></a>",Cal Advocates/MERZA/CPUC,"BRIEF ON THE ADMINISTRATIVE LAW JUDGE’S RULING INVITING RESPONSES TO SCOPED ISSUE 7, ALLOCATION OF PAYMENTS ON ARREARAGES OF CCA CUSTOMERS"
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=403446824""><span style=""color:blue""><u>EXPARTE</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"NOTICE OF EX PARTE COMMUNICATION. California Community Choice Association reports an ex parte meeting with Justin Fong, Advisor to Commissioner Guzman Aceves and Sarah Sharpe, Senior Advisor for External Affairs to Commissioner Guzman Aceves on August 24, 2021 from approximately 3:30 pm to 4:00 pm."
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404291866""><span style=""color:blue""><u>BRIEF</u></span></a>",Southern California Gas Company,OPENING BRIEF ON THE RULING SETTING JOINT STATUS CONFERENCE AND ORDERING COMMENTS
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404292296""><span style=""color:blue""><u>BRIEF</u></span></a>",Southwest Gas Corporation,OPENING BRIEF ADDRESSING QUESTIONS SET FORTH IN SECTION 3 OF RULING SETTING JOINT STATUS CONFERENCE AND ORDERING COMMENTS
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=405069126""><span style=""color:blue""><u>BRIEF</u></span></a>",Pacific Gas and Electric Company,BRIEF ADDRESSING ALLOCATION OF PARTIAL PAYMENTS OF COVID-19 RELATED ARREARAGES FROM CCA CUSTOMERS
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=405059617""><span style=""color:blue""><u>BRIEF</u></span></a>",San Diego Gas & Electric Company,BRIEF ADDRESSING ALLOCATION OF PARTIAL PAYMENTS OF COVID-19 RELATED ARREARAGES FROM CCA CUSTOMERS
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=403446827""><span style=""color:blue""><u>BRIEF</u></span></a>",Southern California Edison Company,BRIEF ON RULING SETTING JOINT STATUS CONFERENCE AND ORDERING COMMENTS
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=402372378""><span style=""color:blue""><u>REQUEST</u></span></a>",CENTER FOR ACCESSIBLE TECHNOLOGY,for intervenor compensation for contribution to D21-06-036
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404292186""><span style=""color:blue""><u>BRIEF</u></span></a>",Utility Consumers' Action Network,"BRIEF REGARDING SCOPED ISSUE NUMBER SEVEN (ALLOCATION OF ARREARAGE RELIEF BETWEEN UTILITIES, CORE TRANSPORT AGENTS, ENERGY SERVICE PROVIDERS AND COMMUNITY CHOICE AGGREGATORS)"
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=404291867""><span style=""color:blue""><u>BRIEF</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"BRIEF ON SCOPED ISSUE 7, ALLOCATION OF PAYMENTS ON ARREARAGES FOR CCA CUSTOMERS"
"August 25, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=402289545""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR GUZMAN ACEVES/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Justin Fong, and Pilar Manriquez from the office of Commission Guzman Aceves, Ben Menzies, from Energy Division log an ex parte meeting with CEJA on April 21, 2021 from 3:30 pm to 4:00 pm."
"August 25, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=402590806""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR GUZMAN ACEVES/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Justin Fong, and Pilar Manriquez from the office of Commission Guzman Aceves, Ben Menzies, from Energy Division log an ex parte meeting with CforAT on April 21, 2021 from 10:30 am to 11:05 am."
"August 24, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=402372319""><span style=""color:blue""><u>MOTION</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,MOTION TO MODIFY SCOPE TO CONFORM TO GOVERNMENT CODE §16429.5
"August 20, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400835819""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",ALJ/REPORTING/CPUC,"AUGUST 16, 2021 - STATUS CONFERENCE (VIRTUAL) - PAGES 117-219 - VOLUME 3."
"August 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400897611""><span style=""color:blue""><u>NOTICE</u></span></a>","California Environmental Justice Alliance,Leadership Counsel for Justice and Accountability,The Greenlining Institute","THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION. Leadership Counsel for Justice and Accountability, California Environmental Justice Alliance and Greenlining Institute are granted an ex parte meeting with Commissioner Guzman Aceves and Justin Fong on August 25, 2021 at 3:30 pm."
"August 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400835815""><span style=""color:blue""><u>NOTICE</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION. California Community Choice Association is granted an ex parte meeting with Maria Sotero, Energy Advisor to Commissioner Martha Guzman Aceves on August 24, 2021 from approximately 11:00 am to 11:30 am."
"August 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396667250""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,"E-Mail Ruling correcting schedule and due dates of comments in Administrative Law Judge Rulings dated July 29, 2021."
"July 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396193387""><span style=""color:blue""><u>SCOPING RULING</u></span></a>","ALJ/WATTS-ZAGHA/CPUC,CMMR/GUZMAN ACEVES/CPUC",Assigned Commissioner and Administrative Law Judge’s Third Amended Scoping Memo and Ruling.
"July 29, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=395956714""><span style=""color:blue""><u>SCOPING RULING</u></span></a>","CMMR/GUZMAN-ACEVES/CPUC,ALJ/WATTS-ZAGHA/CPUC",Assigned Commissioner’s and Administrative Law Judge’s Ruling Amending Scope. The category of the proceeding is ratesetting. Evidentiary hearings are not necessary at this time. The scope of this proceeding is amended to include the additional Phase II issues as is set forth. The schedule for Phase II of this proceeding is as set forth. The presiding officer is Administrative Law Judge Camille Watts-Zagha. 
"July 29, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396193352""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,"RULING SETTING JOINT STATUS CONFERENCE AND ORDERING COMMENTS. A joint status conferences is set in Rulemaking (R.) 17-06-024 and R.21-02-014 on August 16, 2021, at 9 a.m. via the Webex platform. Parties to Rulemaking (R.) 17-06-024 and R.21-02-014 shall serve and file, in both proceedings, comments responsive to the questions set forth above in Sections 1, 3, 4 and 5 of this ruling by September 13, 2021. Parties to R.21-02-014 shall serve and file briefs responsive to the questions set forth above in Section 2 of this ruling by August 27, 2021. "
"July 28, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=394807301""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,Notice of Virtual Joint Status Conference.
"July 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=392632838""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Marie Claire Brown, advisor to Commissioner Houck logs an ex parte meeting with Southern California Gas Company and San Diego Gas & Electric Company on May 11, 2021 from 4:30 pm to 4:53 pm."
"June 24, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=389611968""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2106036 - Decision Addressing Energy Utility Customer Bill Debt Via Automatic Enrollment In Long Term Payment Plans. R.21-02-104 remains open.
"June 23, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=389148395""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR/BATJER,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Nora Hawkins, advisor to President Batjer logs an ex parte meeting with SBUA on June 17, 2021 from 3:00 pm to 3:35 pm."
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388519051""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388519055""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=389123099""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.,PacifiCorp,Liberty Utilities (Calpeco Electric) LLC",Joint Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388519156""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388638135""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388679027""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388679001""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388678994""><span style=""color:blue""><u>COMMENTS</u></span></a>","CENTER FOR ACCESSIBLE TECHNOLOGY,National Consumer Law Center",Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388638145""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Proposed Decision
"June 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=389136751""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Proposed Decision
"June 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388397184""><span style=""color:blue""><u>EXPARTE</u></span></a>",Small Business Utility Advocates,"NOTICE OF EX PARTE COMMUNICATION. Small Business Utility Advocates reports an ex parte meeting with Nora Hawkins, advisor to Commission President Batjer on June 17, 2021 from 3:00 pm to approximately 3:35 pm."
"June 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387936416""><span style=""color:blue""><u>EXPARTE</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"NOTICE OF EX PARTE COMMUNICATION. California Community Choice Association reports an ex parte communication with Justin Fong, advisor to Commissioner Martha Guzman Aceves on June 15, 2021 from approximately 10:00 am to 10:12 am."
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387936374""><span style=""color:blue""><u>NOTICE</u></span></a>",Small Business Utility Advocates,Three-Day Advance Notice of Ex Parte Communication
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387823345""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,COMMENTS ON PROPOSED DECISION 
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387824442""><span style=""color:blue""><u>COMMENTS</u></span></a>","CENTER FOR ACCESSIBLE TECHNOLOGY,National Consumer Law Center",JOINT COMMENTS ON PROPOSED DECISION 
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387834978""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southwest Gas Corporation,OPENING COMMENTS ON PROPOSED DECISION
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387823343""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS ON PROPOSED DECISION 
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387951324""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Opening Comments on Proposed Decision
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387936272""><span style=""color:blue""><u>COMMENTS</u></span></a>","Leadership Counsel for Justice and Accountability,CALIFORNIA ENVIRONMENTAL JUSTICE ALLIANCE,The Greenlining Institute",Opening Comments on Proposed Decision
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387834983""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,OPENING COMMENTS ON PROPOSED DECISION 
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387951312""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,COMMENTS ON PROPOSED DECISION 
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387824441""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,OPENING COMMENTS ON PROPOSED DECISION 
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387834979""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.,PacifiCorp,Liberty Utilities (CalPeco Electric) LLC",JOINT COMMENTS ON PROPOSED DECISION
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387824447""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/Merza/CPUC,Opening Comments on Proposed Decision
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387823344""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,COMMENTS ON PROPOSED DECISION
"June 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388295516""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,COMMENTS ON PROPOSED DECISION
"June 10, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387824423""><span style=""color:blue""><u>NOTICE</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION. California Community Choice Association is granted an ex parte meeting with Maria Sotero, Energy Advisor to Commissioner Martha Guzman Aceves on June 15, 2021 from approximately 10:00 am to 10:30 am."
"June 09, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387543164""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",ALJ/REPORTING/CPUC,"MAY 27, 2021 - EVIDENTIARY HEARING (VIRTUAL) - PAGES 1-166 - VOLUME 1."
"June 09, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387459771""><span style=""color:blue""><u>EXPARTE</u></span></a>",East Bay Community Energy,"EBCE noticed an oral ex parte communication with Justin Fong, Advisor to Commissioner Martha Guzman Aceves on June 7, 2021."
"June 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387823296""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/Cheryl Wynn/Advisor to Cmmnr Shiroma,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Cheryl Wynn, Energy Advisor to Commissioner Shiroma logs an ex parte communication with Small Business Utility Advocates on May 24, 2021 from 3:00 pm to 3:25 pm."
"June 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387543177""><span style=""color:blue""><u>NOTICE</u></span></a>",East Bay Community Energy,LATE-FILED THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION
"May 28, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=385712111""><span style=""color:blue""><u>EXPARTE</u></span></a>",Small Business Utility Advocates,"NOTICE OF EX PARTE COMMUNICATION. Small Business Utility Advocates reports an ex parte meeting with Justin Fong and Benjamin Menzies, advisors to Commissioner Guzman Aceves on May 28, 2021 from 10:00 am to approximately 10:55 am. "
